id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vegetation.type,domain,corrected.name
19643,Marcetia latifolia Naudin,NA,Melastomataceae,species,accepted,Marcetia latifolia,NA,,Marcetia latifolia,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga|Cerrado,Marcetia latifolia
25789,Marcetia eimeariana A.B.Martins & Woodgyer,NA,Melastomataceae,species,accepted,Marcetia eimeariana,NA,was misspelled,Marcetia limeariana,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia eimeariana
19644,Marcetia luetzelburgii Markgr.,NA,Melastomataceae,species,accepted,Marcetia luetzelburgii,EN,,Marcetia luetzelburgii,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia luetzelburgii
19645,Marcetia lychnophoroides A.B.Martins,NA,Melastomataceae,species,accepted,Marcetia lychnophoroides,EN,,Marcetia lychnophoroides,Arbusto|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu),Caatinga,Marcetia lychnophoroides
19646,Marcetia macrophylla Wurdack,NA,Melastomataceae,species,accepted,Marcetia macrophylla,NA,,Marcetia macrophylla,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre|Cerrado (lato sensu),Caatinga,Marcetia macrophylla
19647,Marcetia mucugensis Wurdack,NA,Melastomataceae,species,accepted,Marcetia mucugensis,NA,,Marcetia mucugensis,Arbusto|Subarbusto,Rupícola,Campo rupestre,Caatinga,Marcetia mucugensis
19648,Marcetia nervulosa Markgr.,NA,Melastomataceae,species,accepted,Marcetia nervulosa,NA,,Marcetia nervulosa,Arbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia nervulosa
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia nova,NA,NA,NA,NA,NA
19649,Marcetia nummularia Markgr.,NA,Melastomataceae,species,accepted,Marcetia nummularia,EN,,Marcetia nummularia,Arbusto,Rupícola|Terrícola,Campo rupestre|Cerrado (lato sensu),Caatinga,Marcetia nummularia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia ovalifolia,NA,NA,NA,NA,NA
19650,Marcetia oxycoccoides Wurdack & A.B.Martins,NA,Melastomataceae,species,accepted,Marcetia oxycoccoides,EN,,Marcetia oxycoccoides,Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia oxycoccoides
139895,Marcetia paganuccii A.K.A.Santos & A.B.Martins,NA,Melastomataceae,species,accepted,Marcetia paganuccii,NA,,Marcetia paganuccii,Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia paganuccii
19638,Marcetia canescens Naudin,NA,Melastomataceae,species,accepted,Marcetia canescens,NA,replaced synonym,Marcetia parvifolia,Arbusto|Erva|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu),Caatinga|Cerrado,Marcetia canescens
30704,Marcetia pseudovelutina A.B.Martins,NA,Melastomataceae,species,NA,Marcetia pseudovelutina,NA,was misspelled|check undefined status,Marcetia pseudovelutina,Arbusto,Rupícola,Campo rupestre|Cerrado (lato sensu),NA,Marcetia pseudovelutina
9648,Marcetia taxifolia (A.St.-Hil.) DC.,NA,Melastomataceae,species,accepted,Marcetia taxifolia,NA,replaced synonym,Marcetia schenckii,Arbusto|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga,Amazônia|Caatinga|Cerrado|Mata Atlântica,Marcetia taxifolia
30705,Marcetia semiriana A.B.Martins,NA,Melastomataceae,species,accepted,Marcetia semiriana,EN,,Marcetia semiriana,Erva|Subarbusto,Rupícola|Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado,Marcetia semiriana
19651,Marcetia shepherdii A.B.Martins,NA,Melastomataceae,species,accepted,Marcetia shepherdii,EN,,Marcetia shepherdii,Arbusto|Subarbusto,Terrícola,Campo rupestre|Restinga,Caatinga|Mata Atlântica,Marcetia shepherdii
19637,Marcetia bahiensis (Brade & Markgr.) Wurdack,NA,Melastomataceae,species,accepted,Marcetia bahiensis,NA,replaced synonym,Marcetia simulans,Arbusto|Subarbusto,Rupícola|Terrícola,Campo de Altitude|Campo rupestre|Cerrado (lato sensu),Caatinga|Cerrado,Marcetia bahiensis
19652,Marcetia sincorensis Wurdack,NA,Melastomataceae,species,accepted,Marcetia sincorensis,NA,,Marcetia sincorensis,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia sincorensis
9646,Marcetia DC.,NA,Melastomataceae,genus,accepted,Marcetia sp.,NA,,Marcetia sp.,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia taxifolia decumbens,NA,NA,NA,NA,Marcetia taxifolia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia taxifolia glabrescens,NA,NA,NA,NA,Marcetia taxifolia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia taxifolia glandulosa,NA,NA,NA,NA,Marcetia taxifolia
9648,Marcetia taxifolia (A.St.-Hil.) DC.,NA,Melastomataceae,species,accepted,Marcetia taxifolia,NA,,Marcetia taxifolia,Arbusto|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga,Amazônia|Caatinga|Cerrado|Mata Atlântica,Marcetia taxifolia
9648,Marcetia taxifolia (A.St.-Hil.) DC.,NA,Melastomataceae,species,accepted,Marcetia taxifolia,NA,replaced synonym,Marcetia tenuifolia,Arbusto|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga,Amazônia|Caatinga|Cerrado|Mata Atlântica,Marcetia taxifolia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Marcetia undesignated,NA,NA,NA,NA,NA
19654,Marcetia velutina Markgr.,NA,Melastomataceae,species,accepted,Marcetia velutina,NA,,Marcetia velutina,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre|Cerrado (lato sensu),Caatinga,Marcetia velutina
19655,Marcetia viscida Wurdack,NA,Melastomataceae,species,accepted,Marcetia viscida,VU,,Marcetia viscida,Arbusto|Subarbusto,Rupícola|Terrícola,Campo rupestre,Caatinga,Marcetia viscida
9827,Nepsera aquatica (Aubl.) Naudin,NA,Melastomataceae,species,accepted,Nepsera aquatica,NA,,Nepsera aquatica,Arbusto|Erva|Subarbusto,Terrícola,Campinarana|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Restinga,Amazônia|Caatinga|Mata Atlântica,Nepsera aquatica
605104,Noterophila bivalvis (Aubl.) Kriebel & M.J.R.Rocha,NA,Melastomataceae,species,accepted,Noterophila bivalvis,NA,,Noterophila bivalvis,NA,NA,NA,NA,Noterophila bivalvis
605115,Noterophila crassipes (Naudin.) Kriebel & M.J.R.Rocha,NA,Melastomataceae,species,accepted,Noterophila crassipes,NA,,Noterophila crassipes,NA,NA,NA,NA,Noterophila crassipes
NA,NA,NA,NA,NA,NA,NA,NA,not found,Noterophila fluitans,NA,NA,NA,NA,NA
605116,Noterophila genliseoides (Hoehne) Kriebel & M.J.R.Rocha,NA,Melastomataceae,species,accepted,Noterophila genliseoides,NA,,Noterophila genliseoides,NA,NA,NA,NA,Noterophila genliseoides
NA,NA,NA,NA,NA,NA,NA,NA,not found,Noterophila inundata,NA,NA,NA,NA,NA
605117,Noterophila limnobios (DC.) Mart.,NA,Melastomataceae,species,accepted,Noterophila limnobios,NA,,Noterophila limnobios,NA,NA,NA,NA,Noterophila limnobios
NA,NA,NA,NA,NA,NA,NA,NA,not found,Noterophila tetramera,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Pseudoernestia cordifolia,NA,NA,NA,NA,Pseudoernestia cordifolia
605124,Rostranthera tetraptera (Cogn.) M.J.R.Rocha & P.J.F.Guim.,NA,Melastomataceae,species,accepted,Rostranthera tetraptera,NA,,Rostranthera tetraptera,Subarbusto,Rupícola|Terrícola,Campinarana|Savana Amazônica,Amazônia,Rostranthera tetraptera
NA,NA,NA,NA,NA,NA,NA,NA,not found,Sandemania cogniauxii,NA,NA,NA,NA,Sandemania hoehnei
23771,Sandemania hoehnei (Cogn.) Wurdack,NA,Melastomataceae,species,accepted,Sandemania hoehnei,NA,,Sandemania hoehnei,Arbusto,Terrícola,Campinarana|Campo de Várzea|Savana Amazônica,Amazônia,Sandemania hoehnei
9871,Siphanthera arenaria (DC.) Cogn.,NA,Melastomataceae,species,accepted,Siphanthera arenaria,NA,,Siphanthera arenaria,Erva,Terrícola,Campo rupestre,Cerrado|Mata Atlântica,Siphanthera arenaria
9872,Siphanthera cordata Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera cordata,NA,,Siphanthera cordata,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera cordata
30817,Siphanthera dawsonii Wurdack,NA,Melastomataceae,species,accepted,Siphanthera dawsonii,NA,,Siphanthera dawsonii,Erva,Terrícola,Campo rupestre,Cerrado,Siphanthera dawsonii
9871,Siphanthera arenaria (DC.) Cogn.,NA,Melastomataceae,species,accepted,Siphanthera arenaria,NA,replaced synonym,Siphanthera discolor,Erva,Terrícola,Campo rupestre,Cerrado|Mata Atlântica,Siphanthera arenaria
9873,Siphanthera foliosa (Naudin) Wurdack,NA,Melastomataceae,species,accepted,Siphanthera foliosa,NA,,Siphanthera foliosa,Erva,Terrícola,Cerrado (lato sensu),Amazônia|Cerrado,Siphanthera foliosa
9872,Siphanthera cordata Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera cordata,NA,replaced synonym,Siphanthera gracilis,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera cordata
9874,Siphanthera gracillima (Naudin) Wurdack,NA,Melastomataceae,species,accepted,Siphanthera gracillima,NA,,Siphanthera gracillima,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera gracillima
30819,Siphanthera hostmannii Cogn.,NA,Melastomataceae,species,accepted,Siphanthera hostmannii,NA,,Siphanthera hostmannii,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu),Amazônia,Siphanthera hostmannii
9872,Siphanthera cordata Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera cordata,NA,replaced synonym,Siphanthera miqueliana,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera cordata
9875,Siphanthera paludosa (DC.) Cogn.,NA,Melastomataceae,species,accepted,Siphanthera paludosa,NA,,Siphanthera paludosa,Erva|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera paludosa
30820,Siphanthera subtilis Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera subtilis,NA,,Siphanthera subtilis,Erva,Terrícola,Campinarana|Cerrado (lato sensu)|Savana Amazônica,Amazônia|Cerrado,Siphanthera subtilis
30820,Siphanthera subtilis Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera subtilis,NA,replaced synonym,Siphanthera tenera,Erva,Terrícola,Campinarana|Cerrado (lato sensu)|Savana Amazônica,Amazônia|Cerrado,Siphanthera subtilis
85497,Siphanthera todziae Almeda & O.R.Rob.,NA,Melastomataceae,species,accepted,Siphanthera todziae,NA,,Siphanthera todziae,Erva,Terrícola,Campinarana,Amazônia,Siphanthera todziae
9875,Siphanthera paludosa (DC.) Cogn.,NA,Melastomataceae,species,accepted,Siphanthera paludosa,NA,replaced synonym,Siphanthera villosa,Erva|Subarbusto,Terrícola,Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Siphanthera paludosa
136461,Siphanthera wurdackii Almeda & O.R.Rob.,NA,Melastomataceae,species,accepted,Siphanthera wurdackii,NA,,Siphanthera wurdackii,Erva,Terrícola,Campo rupestre,Cerrado,Siphanthera wurdackii
